name,qty,value
Cologne 2016 Mirage Souvenir Package,1,2755
StatTrak™ Galil AR | Orange DDPAT (Battle-Scarred),5,12825
Galil AR | Shattered (Battle-Scarred),18,15282
Sticker | mixwell (Foil) | Cologne 2016,2,4760
Nova | Bloomstick (Factory New),4,17040
Sticker | GuardiaN (Foil) | Cologne 2015,3,4155
★ StatTrak™ Flip Knife | Slaughter (Minimal Wear),1,38019
Souvenir M4A1-S | Boreal Forest (Battle-Scarred),1,151936
StatTrak™ SG 553 | Cyrex (Battle-Scarred),7,4375
StatTrak™ SG 553 | Aloha (Factory New),11,638
★ Shadow Daggers | Doppler (Factory New) - Phase 2,2,51798
Operation Bravo Pass,3,80712
Sticker | Kjaerbye | Cluj-Napoca 2015,1,3277
StatTrak™ AWP | Fever Dream (Well-Worn),8,13272
Sticker | AZR (Foil) | Cologne 2015,1,695
Sticker | steel (Foil) | Cluj-Napoca 2015,3,6297
Souvenir Sawed-Off | Rust Coat (Factory New),3,927
MAC-10 | Tatter (Well-Worn),2,1610
Sticker | gob b (Foil) | Krakow 2017,10,14240
★ Shadow Daggers | Doppler (Factory New) - Sapphire,1,40470
Dual Berettas | Panther (Battle-Scarred),16,1776
★ Gut Knife | Safari Mesh (Factory New),1,47383
Sticker | Zeus (Foil) | Krakow 2017,37,48507
★ M9 Bayonet | Black Laminate (Battle-Scarred),1,71955
Sticker | kennyS | Atlanta 2017,24,41040
Negev | CaliCamo (Factory New),2,3418
StatTrak™ AUG | Fleet Flock (Field-Tested),7,2989
★ Bayonet | Bright Water (Well-Worn),1,22102
★ Flip Knife | Forest DDPAT (Well-Worn),3,39117
★ StatTrak™ Gut Knife | Safari Mesh (Field-Tested),1,9325
StatTrak™ M4A4 | Bullet Rain (Factory New),4,56316
★ Bayonet | Blue Steel (Factory New),1,48129
StatTrak™ AWP | Oni Taiji (Well-Worn),1,51613
StatTrak™ USP-S | Kill Confirmed (Battle-Scarred),7,56889
R8 Revolver | Llama Cannon (Minimal Wear),16,7248
Dual Berettas | Cobra Strike (Factory New),6,28770
★ Bowie Knife | Case Hardened (Well-Worn),4,72360
★ StatTrak™ Bayonet | Ultraviolet (Field-Tested),2,42464
StatTrak™ M4A1-S | Leaded Glass (Minimal Wear),11,15279
★ Gut Knife | Doppler (Minimal Wear) - Phase 2,2,41994
StatTrak™ M4A4 | Buzz Kill (Battle-Scarred),8,14464
★ StatTrak™ M9 Bayonet | Doppler (Minimal Wear) - Phase 1,1,136799
Souvenir Desert Eagle | Mudder (Battle-Scarred),1,51816
SSG 08 | Death's Head (Well-Worn),16,11744
StatTrak™ P250 | Asiimov (Well-Worn),8,6448
★ Shadow Daggers | Safari Mesh (Well-Worn),2,17670
Sticker | RpK | Cologne 2016,6,2652
Sticker | SK Gaming (Foil) | Cologne 2016,5,10280
StatTrak™ AUG | Stymphalian (Minimal Wear),5,2080
Sticker | Boris (Holo),2,368
StatTrak™ Music Kit | Noisia, Sharpened,2,716
MAG-7 | SWAG-7 (Factory New),4,496
M4A1-S | Leaded Glass (Factory New),15,14985
Sticker | SPUNJ (Foil) | Cologne 2015,1,967
★ Shadow Daggers | Blue Steel (Factory New),1,13110
M249 | Magma (Well-Worn),1,115
Sticker | Maikelele (Foil) | Cologne 2015,2,5558
★ Bowie Knife | Stained (Factory New),2,35738
Sticker | chrisJ (Foil) | Atlanta 2017,2,4446
StatTrak™ SSG 08 | Dragonfire (Factory New),8,56376
★ StatTrak™ M9 Bayonet | Blue Steel (Field-Tested),2,133948
★ Bayonet | Boreal Forest (Minimal Wear),3,60981
Dual Berettas | Marina (Well-Worn),8,3864
StatTrak™ Dual Berettas | Marina (Battle-Scarred),3,3801
Sealed Graffiti | Blood Boiler,5,635
★ StatTrak™ M9 Bayonet | Gamma Doppler (Factory New) - Phase 1,1,170999
StatTrak™ Nova | Wild Six (Battle-Scarred),1,35
★ StatTrak™ Shadow Daggers | Scorched (Minimal Wear),1,11072
Sticker | GruBy (Foil) | Cluj-Napoca 2015,7,19453
★ Gut Knife | Black Laminate (Well-Worn),12,112608
Souvenir SCAR-20 | Contractor (Minimal Wear),4,3812
SSG 08 | Lichen Dashed (Factory New),7,59850
StatTrak™ USP-S | Overgrowth (Factory New),2,49518
★ Flip Knife | Case Hardened (Well-Worn),7,142541
Sticker | B1ad3 | Cologne 2016,2,2020
Sticker | xms | Boston 2018,86,23306
StatTrak™ UMP-45 | Primal Saber (Well-Worn),9,3384
★ StatTrak™ Shadow Daggers | Tiger Tooth (Minimal Wear),1,1424989
★ StatTrak™ Shadow Daggers | Tiger Tooth (Factory New),1,15511
Sealed Graffiti | Team Liquid | Boston 2018,4,2040
★ StatTrak™ Gut Knife | Lore (Field-Tested),2,29922
★ Bowie Knife | Urban Masked (Minimal Wear),4,43204
Sticker | kennyS (Foil) | Krakow 2017,41,438167
Sticker | Fnatic (Foil) | Krakow 2017,4,5944
Sticker | bondik | Cologne 2015,2,1126
Sticker | Twin Koi (Holo),16,1200
Sticker | Dosia (Foil) | Krakow 2017,16,15888
Souvenir Desert Eagle | Mudder (Field-Tested),1,9909
StatTrak™ XM1014 | Ziggy (Battle-Scarred),4,340
★ StatTrak™ Karambit | Urban Masked (Minimal Wear),1,54862
Souvenir P2000 | Granite Marbleized (Minimal Wear),2,22800
Sticker | Rice Bomb,4,28
Sticker | hooch | Cologne 2016,4,5700
Souvenir Five-SeveN | Contractor (Factory New),11,10186
★ M9 Bayonet | Freehand (Factory New),4,256156
Glock-18 | Fade (Minimal Wear),3,439722
★ Bayonet | Autotronic (Minimal Wear),2,104010
★ Shadow Daggers | Doppler (Factory New) - Phase 3,3,59358
★ Hand Wraps | Badlands (Minimal Wear),2,37848
Sticker | mir (Foil) | Boston 2018,17,10370
Five-SeveN | Candy Apple (Field-Tested),2,22888
★ Bayonet | Lore (Field-Tested),2,83220
SG 553 | Gator Mesh (Field-Tested),11,14058
Sticker | 3DMAX (Holo) | Katowice 2014,2,823302
StatTrak™ M4A1-S | Leaded Glass (Well-Worn),5,5805
★ Gut Knife | Safari Mesh (Minimal Wear),3,28209
Dual Berettas | Cobra Strike (Well-Worn),2,7368
StatTrak™ Galil AR | Sugar Rush (Minimal Wear),1,8051
Sticker | kioShiMa | Atlanta 2017,9,5769
★ Bowie Knife | Scorched (Battle-Scarred),4,39876
Sticker | ShahZaM (Foil) | Boston 2018,9,6669
Sticker | KRIMZ (Foil) | Cologne 2016,5,9830
★ StatTrak™ Butterfly Knife | Boreal Forest (Well-Worn),1,64110
★ Shadow Daggers | Forest DDPAT (Well-Worn),3,28086
Autograph Capsule | Gambit Gaming | Atlanta 2017,63,33768
StatTrak™ Sawed-Off | Wasteland Princess (Well-Worn),12,3696
Autograph Capsule | FaZe Clan | Cologne 2016,4,4416
★ Bowie Knife | Doppler (Factory New) - Sapphire,2,190892
★ StatTrak™ M9 Bayonet | Damascus Steel (Factory New),1,68542
StatTrak™ FAMAS | Djinn (Factory New),2,5246
★ StatTrak™ Huntsman Knife | Stained (Well-Worn),2,53808
StatTrak™ PP-Bizon | Night Riot (Minimal Wear),13,273
Sticker | Cheongsam,2,184
Souvenir Dual Berettas | Contractor (Field-Tested),3,1602
★ Karambit | Fade (Minimal Wear),2,470032
StatTrak™ M4A4 | Bullet Rain (Battle-Scarred),2,208014
★ StatTrak™ M9 Bayonet | Stained (Minimal Wear),2,114854
P2000 | Red FragCam (Well-Worn),7,854
Sticker | G2 Esports (Holo) | Atlanta 2017,2,13196
Easy Peasy Pin,12,3072
StatTrak™ AK-47 | Neon Revolution (Well-Worn),1,4246
StatTrak™ AUG | Torque (Battle-Scarred),17,20859
Souvenir Tec-9 | Toxic (Well-Worn),8,7720
Five-SeveN | Contractor (Well-Worn),3,1068
Sticker | fox | Cologne 2016,2,2280
Sealed Graffiti | Fnatic | Boston 2018,17,2329
Sticker | DavCost | Cologne 2015,1,646
StatTrak™ MP9 | Black Sand (Factory New),2,156
★ Falchion Knife | Damascus Steel (Field-Tested),3,39330
Souvenir AUG | Condemned (Well-Worn),1,9961
Souvenir PP-Bizon | Brass (Minimal Wear),6,9702
★ Hydra Gloves | Rattler (Field-Tested),2,12454
Autograph Capsule | Flipsid3 Tactics | Atlanta 2017,7,6090
StatTrak™ Dual Berettas | Cobra Strike (Battle-Scarred),2,11604
Sticker | Hyper (Foil) | Cluj-Napoca 2015,6,11502
★ StatTrak™ Butterfly Knife | Safari Mesh (Battle-Scarred),1,59564
Sticker | Shara | MLG Columbus 2016,2,1166
Sticker | Hiko | Cluj-Napoca 2015,6,5130
★ Driver Gloves | Diamondback (Minimal Wear),2,40684
★ Bloodhound Gloves | Charred (Field-Tested),5,58425
Souvenir Galil AR | Cerberus (Factory New),1,38475
★ Gut Knife | Slaughter (Factory New),4,67944
★ StatTrak™ M9 Bayonet | Black Laminate (Field-Tested),1,69112
Sticker | Havoc (Foil) | Cologne 2015,5,174560
P90 | Death Grip (Factory New),6,5130
Sticker | Edward (Foil) | Atlanta 2017,5,16315
★ Flip Knife | Stained (Factory New),2,43034
Sealed Graffiti | Kawaii Killer CT,4,724
Sticker | ScreaM (Foil) | Atlanta 2017,7,51870
Sticker | nex | Cologne 2016,7,3220
Boston 2018 Returning Challengers (Holo-Foil),85,377485
Autograph Capsule | Gambit Gaming | Cologne 2016,2,17956
★ StatTrak™ Gut Knife | Bright Water (Field-Tested),1,9775
Sticker | B1ad3 | MLG Columbus 2016,2,3834
Sticker | rallen (Foil) | Cluj-Napoca 2015,4,5984
★ M9 Bayonet | Crimson Web (Battle-Scarred),1,59493
Sticker | bodyy (Foil) | Cologne 2016,3,4893
Sticker | KRIMZ (Foil) | Atlanta 2017,3,6777
DreamHack Cluj-Napoca 2015 Inferno Souvenir Package,2,5304
Souvenir M249 | Gator Mesh (Minimal Wear),1,4966
M4A4 | Bullet Rain (Battle-Scarred),2,10688
MP7 | Ocean Foam (Minimal Wear),10,2850
Galil AR | Sugar Rush (Minimal Wear),10,42040
Sealed Graffiti | G2 Esports | Boston 2018,19,5852
★ Flip Knife | Crimson Web (Minimal Wear),2,85442
P90 | Glacier Mesh (Well-Worn),7,9674
★ Specialist Gloves | Emerald Web (Factory New),1,1097227
★ M9 Bayonet | Ultraviolet (Minimal Wear),1,68385
★ Butterfly Knife | Slaughter (Field-Tested),1,139649
StatTrak™ USP-S | Kill Confirmed (Factory New),2,91726
StatTrak™ SSG 08 | Big Iron (Well-Worn),4,10688
Sticker | Natus Vincere (Foil) | Cologne 2016,3,3420
Nova | Modern Hunter (Field-Tested),4,4560
Sticker | BIT (Foil) | Boston 2018,2,4158
Sticker | flusha (Gold) | Krakow 2017,1,41232
Sticker | flusha (Foil) | Cluj-Napoca 2015,2,2702
Death Sentence Pin,11,2728
★ Sport Gloves | Pandora's Box (Field-Tested),1,518667
★ Hand Wraps | Badlands (Battle-Scarred),1,9946
★ Falchion Knife | Safari Mesh (Factory New),1,12825
Sticker | Snax (Gold) | Krakow 2017,1,37727
Sticker | captainMo | Boston 2018,1,2344
★ Hand Wraps | Slaughter (Battle-Scarred),4,75808
Desert Eagle | Pilot (Well-Worn),2,11670
★ Gut Knife | Ultraviolet (Well-Worn),12,110976
Desert Eagle | Heirloom (Well-Worn),10,5220
StatTrak™ XM1014 | Black Tie (Battle-Scarred),11,781
Sticker | cajunb (Foil) | Atlanta 2017,5,178050
Souvenir MP9 | Setting Sun (Battle-Scarred),3,735
★ Sport Gloves | Arid (Battle-Scarred),2,46526
Sticker | JW (Foil) | Atlanta 2017,15,82935
★ StatTrak™ Gut Knife | Freehand (Well-Worn),1,80208
Sticker | Tyloo (Holo) | Boston 2018,18,255222
Tec-9 | Tornado (Factory New),2,9348
Sticker | adreN (Foil) | MLG Columbus 2016,2,5970
Sticker | hazed (Foil) | MLG Columbus 2016,2,4974
Souvenir MAC-10 | Nuclear Garden (Factory New),2,5982
DreamHack Cluj-Napoca 2015 Overpass Souvenir Package,1,14863
Sticker | SmithZz (Foil) | Atlanta 2017,3,7650
Sticker | gla1ve (Foil) | Atlanta 2017,6,15390
Sticker | RpK | Boston 2018,15,3495
Sticker | karrigan (Foil) | Boston 2018,9,11412
Glock-18 | Dragon Tattoo (Minimal Wear),3,25221
Sticker | aizy (Foil) | Krakow 2017,11,22022
★ M9 Bayonet | Rust Coat (Well-Worn),3,161145
Sticker | k0nfig (Foil) | Cologne 2016,2,4788
StatTrak™ M4A4 | The Battlestar (Battle-Scarred),6,9714
P250 | Mehndi (Battle-Scarred),4,4724
★ Flip Knife | Black Laminate (Minimal Wear),3,61923
★ Bowie Knife | Stained (Well-Worn),11,124619
★ StatTrak™ Shadow Daggers | Marble Fade (Factory New),4,72676
Sticker | apEX (Foil) | Boston 2018,9,7056
Souvenir G3SG1 | Jungle Dashed (Well-Worn),1,4090
Sticker | mou (Foil) | Boston 2018,3,1752
★ Driver Gloves | Crimson Weave (Well-Worn),2,38190
Sticker | Ninjas in Pyjamas (Foil) | DreamHack 2014,10,146600
Sticker | GuardiaN (Foil) | Cluj-Napoca 2015,5,7590
Sticker | Cloud9 (Holo) | DreamHack 2014,4,182372
Desert Eagle | Sunset Storm 弐 (Field-Tested),7,199297
★ Falchion Knife | Scorched (Battle-Scarred),1,9547
StatTrak™ AK-47 | Bloodsport (Field-Tested),6,100890
Sticker | freakazoid (Foil) | MLG Columbus 2016,2,6326
StatTrak™ Glock-18 | Moonrise (Minimal Wear),13,2561
MP7 | Bloodsport (Battle-Scarred),1,107
Sticker | Hobbit (Gold) | Krakow 2017,1,44004
★ Gut Knife | Gamma Doppler (Factory New) - Emerald,3,210114
★ Hand Wraps | Leather (Field-Tested),2,35312
StatTrak™ CZ75-Auto | Victoria (Factory New),2,19080
★ Bowie Knife | Scorched (Minimal Wear),2,21504
Sticker | pashaBiceps (Foil) | Boston 2018,7,6272
M4A4 | Hellfire (Battle-Scarred),3,11901
Souvenir M249 | Gator Mesh (Battle-Scarred),1,35360
★ Shadow Daggers | Doppler (Minimal Wear) - Phase 3,1,24068
Souvenir Galil AR | Sage Spray (Well-Worn),2,2146
MP7 | Gunsmoke (Factory New),31,28148
★ Shadow Daggers | Ultraviolet (Well-Worn),1,9540
★ Huntsman Knife | Scorched (Battle-Scarred),4,40756
★ StatTrak™ Bowie Knife,4,68344
Sticker | jdm64 (Foil) | Cologne 2016,4,19408
★ StatTrak™ Gut Knife | Doppler (Factory New) - Phase 2,1,21581
Sticker | Snax (Foil) | MLG Columbus 2016,9,12051
Sticker | byali (Foil) | MLG Columbus 2016,6,3384
Sticker | fer | Cologne 2015,2,1850
Sticker | rallen (Foil) | Cologne 2015,2,2278
USP-S | Cortex (Factory New),6,4788
★ Flip Knife | Autotronic (Battle-Scarred),2,44104
Sticker | SIXER (Foil) | Boston 2018,1,2665
★ Flip Knife | Autotronic (Minimal Wear),3,98238
Sticker | TACO (Foil) | Cologne 2016,2,2664
Sticker | Pegasus (Holo),1,171
★ Flip Knife | Safari Mesh (Well-Worn),2,25592
StatTrak™ SSG 08 | Blood in the Water (Factory New),3,106533
★ Hand Wraps | Spruce DDPAT (Battle-Scarred),1,9654
Sticker | Cloud9 (Holo) | Boston 2018,3,21567
★ Gut Knife | Autotronic (Minimal Wear),2,34042
Sticker | Zeus (Gold) | Krakow 2017,3,127350
★ StatTrak™ Shadow Daggers | Doppler (Factory New) - Phase 1,1,24937
Sticker | Zeus | Cologne 2016,8,3872
Sticker | Edward | Atlanta 2017,8,2672
★ M9 Bayonet | Blue Steel (Minimal Wear),2,153898
AWP | Oni Taiji (Battle-Scarred),7,116298
Sticker | autimatic (Foil) | Boston 2018,6,6120
Sticker | NAF | Cologne 2016,2,2850
ESL One Cologne 2014 Inferno Souvenir Package,1,26645
Sticker | Flash Gaming (Foil) | Boston 2018,5,37600
Autograph Capsule | Team Liquid | Atlanta 2017,7,11991
★ StatTrak™ Flip Knife | Doppler (Factory New) - Phase 3,1,46740
★ Butterfly Knife | Tiger Tooth (Factory New),3,478797
★ Flip Knife | Damascus Steel (Factory New),3,67458
★ M9 Bayonet | Fade (Minimal Wear),1,173777
StatTrak™ G3SG1 | Flux (Factory New),1,4443
Sticker | Camper,10,260
StatTrak™ MP9 | Goo (Factory New),4,1408
Sticker | jdm64 | Boston 2018,5,1275
Sticker | Nezha,5,100
Sticker | FalleN (Foil) | Krakow 2017,63,175266
Sticker | KRIMZ (Gold) | Boston 2018,1,13821
Sticker | LUCAS1 (Foil) | Boston 2018,2,11472
Sticker | tarik (Foil) | Atlanta 2017,3,580119
StatTrak™ CZ75-Auto | Xiangliu (Well-Worn),1,1997
Autograph Capsule | mousesports | Atlanta 2017,2,2618
Autograph Capsule | HellRaisers | Atlanta 2017,3,2031
Sealed Graffiti | Tamara,9,1728
★ StatTrak™ Gut Knife | Lore (Factory New),1,32775
Sticker | chopper (Gold) | Krakow 2017,3,188076
R8 Revolver | Llama Cannon (Battle-Scarred),2,414
Sticker | Spiidi | Cologne 2016,4,2712
Sticker | Small Arms,4,120
★ Karambit | Freehand (Field-Tested),4,265904
Souvenir M4A4 | Urban DDPAT (Battle-Scarred),5,2205
Sticker | BnTeT (Foil) | Boston 2018,1,3669
★ StatTrak™ Falchion Knife | Slaughter (Factory New),1,30595
Glock-18 | Groundwater (Battle-Scarred),7,9975
★ Specialist Gloves | Forest DDPAT (Minimal Wear),4,71136
Negev | CaliCamo (Minimal Wear),2,3192
Sticker | SmithZz (Foil) | Cologne 2015,4,8036
Souvenir MP7 | Anodized Navy (Factory New),3,14748
Sticker | nex | MLG Columbus 2016,5,3560
★ Butterfly Knife | Doppler (Factory New) - Phase 4,1,320045
Sticker | seized (Foil) | Krakow 2017,9,8964
★ Karambit | Damascus Steel (Battle-Scarred),1,71192
★ StatTrak™ Falchion Knife | Crimson Web (Well-Worn),3,76488
Sticker | coldzera (Foil) | Atlanta 2017,3,64125
Souvenir Tec-9 | Nuclear Threat (Battle-Scarred),2,22800
Sticker | keev | Boston 2018,30,4290
★ Karambit | Autotronic (Minimal Wear),3,396396
Souvenir MP7 | Anodized Navy (Minimal Wear),1,0
StatTrak™ PP-Bizon | High Roller (Field-Tested),5,2845
Sticker | Shaolin,8,80
StatTrak™ MAG-7 | Firestarter (Factory New),7,5985
Sticker | Astralis (Foil) | Boston 2018,3,12783
Sticker | Flash Gaming (Holo) | Boston 2018,20,90380
★ Sport Gloves | Hedge Maze (Field-Tested),4,1527472
XM1014 | Ziggy (Well-Worn),9,315
Sticker | waterfaLLZ (Foil) | Boston 2018,1,1020
Dual Berettas | Black Limba (Battle-Scarred),2,1650
★ Bayonet | Freehand (Factory New),1,31335
M4A4 | Neo-Noir (Minimal Wear),3,3189
★ Bowie Knife | Urban Masked (Factory New),1,21375
StatTrak™ AK-47 | Neon Revolution (Factory New),4,54832
StatTrak™ AK-47 | Fuel Injector (Field-Tested),1,27752
★ StatTrak™ Karambit | Stained (Minimal Wear),2,139364
Sticker | pashaBiceps (Foil) | Cologne 2016,5,13885
StatTrak™ UMP-45 | Arctic Wolf (Minimal Wear),6,636
StatTrak™ AWP | Electric Hive (Well-Worn),1,12161
MP7 | Olive Plaid (Well-Worn),7,2863
StatTrak™ USP-S | Cortex (Well-Worn),1,327
StatTrak™ XM1014 | Ziggy (Factory New),3,936
★ M9 Bayonet | Damascus Steel (Factory New),3,215865
StatTrak™ P250 | Undertow (Field-Tested),2,7124
★ Karambit | Black Laminate (Well-Worn),2,165014
★ Falchion Knife | Safari Mesh (Well-Worn),2,19066
Valeria Phoenix Pin,7,30919
Sticker | Team EnVyUs (Foil) | Atlanta 2017,2,11486
Souvenir MAC-10 | Palm (Factory New),1,2668
★ StatTrak™ Huntsman Knife | Case Hardened (Field-Tested),2,62856
★ Karambit | Crimson Web (Battle-Scarred),4,263336
★ StatTrak™ Butterfly Knife | Rust Coat (Battle-Scarred),1,73950
StatTrak™ PP-Bizon | High Roller (Well-Worn),3,1449
Sticker | NAF (Foil) | Cologne 2016,1,6954
★ StatTrak™ Flip Knife | Marble Fade (Factory New),2,85400
MP9 | Bulldozer (Minimal Wear),4,68344
★ Flip Knife | Blue Steel (Field-Tested),11,238260
★ Moto Gloves | Eclipse (Battle-Scarred),1,9227
Souvenir SG 553 | Waves Perforated (Well-Worn),1,3007
Sticker | suNny (Foil) | Boston 2018,7,4865
Souvenir P90 | Teardown (Factory New),1,57000
StatTrak™ FAMAS | Mecha Industries (Factory New),2,3092
P250 | Undertow (Field-Tested),4,13576
Sticker | MSL (Foil) | Cluj-Napoca 2015,3,8934
Sawed-Off | Copper (Battle-Scarred),2,66500
StatTrak™ P90 | Shapewood (Factory New),2,4770
Sticker | Furlan (Foil) | Cologne 2015,3,2778
CZ75-Auto | Poison Dart (Battle-Scarred),4,1052
Sticker | denis (Foil) | Krakow 2017,16,32096
★ StatTrak™ Shadow Daggers | Rust Coat (Battle-Scarred),2,18168
SSG 08 | Tropical Storm (Factory New),10,38760
StatTrak™ SG 553 | Wave Spray (Factory New),2,14250
StatTrak™ M4A4 | Royal Paladin (Well-Worn),2,4514
Souvenir Desert Eagle | Urban DDPAT (Factory New),1,1295
Sticker | My Other Awp,3,180
Sticker | device (Foil) | Cologne 2016,1,10915
Sticker | WorldEdit (Foil) | Cologne 2016,5,16385
Sticker | Gambit Esports (Holo) | Boston 2018,7,7980
StatTrak™ Dual Berettas | Hemoglobin (Field-Tested),1,1567
★ Falchion Knife | Urban Masked (Battle-Scarred),4,38132
Souvenir MP9 | Orange Peel (Field-Tested),8,34200
Sticker | Shara (Foil) | Cologne 2016,3,8715
Sticker | Fnatic (Holo) | Boston 2018,3,4041
★ Bowie Knife | Forest DDPAT (Battle-Scarred),7,68425
Sawed-Off | First Class (Battle-Scarred),3,53919
Sticker | TaZ (Foil) | Cluj-Napoca 2015,6,7608
★ StatTrak™ M9 Bayonet | Case Hardened (Battle-Scarred),2,123946
Dual Berettas | Cobra Strike (Battle-Scarred),2,6322
★ StatTrak™ Karambit | Case Hardened (Field-Tested),2,170942
★ StatTrak™ Butterfly Knife | Rust Coat (Well-Worn),1,83932
★ Huntsman Knife | Damascus Steel (Factory New),2,35568
SCAR-20 | Emerald (Minimal Wear),4,19804
★ StatTrak™ Flip Knife | Case Hardened (Field-Tested),2,49832
★ Bowie Knife | Forest DDPAT (Field-Tested),3,30654
Sticker | Flipsid3 Tactics (Foil) | Krakow 2017,3,9747
★ StatTrak™ Shadow Daggers | Case Hardened (Minimal Wear),1,19735
StatTrak™ M4A1-S | Hyper Beast (Factory New),3,92574
Sealed Graffiti | Cloud9 | Boston 2018,21,2940
Sticker | Massive Pear,8,568
★ Bayonet | Case Hardened (Battle-Scarred),7,229222
StatTrak™ M4A4 | Howl (Minimal Wear),1,835984
★ Bowie Knife | Doppler (Factory New) - Ruby,2,241650
★ Hand Wraps | Badlands (Field-Tested),2,23654
Sticker | pita | Cologne 2016,2,2020
★ Falchion Knife | Night (Minimal Wear),4,47024
Autograph Capsule | Natus Vincere | Atlanta 2017,19,27132
★ Bowie Knife | Safari Mesh (Battle-Scarred),2,19634
Sealed Graffiti | Cheongsam,1,328
Sticker | markeloff | Cologne 2016,3,5499
★ Karambit | Autotronic (Battle-Scarred),2,173848
★ Shadow Daggers | Damascus Steel (Field-Tested),3,27981
XM1014 | Urban Perforated (Well-Worn),9,1656
Souvenir M249 | Gator Mesh (Field-Tested),1,3981
Souvenir CZ75-Auto | Nitro (Battle-Scarred),2,52
G3SG1 | Safari Mesh (Well-Worn),9,2358
Sticker | NiKo | Atlanta 2017,3,9384
Sticker | cajunb (Gold) | Boston 2018,1,12112
Sticker | Edward (Foil) | Cologne 2015,3,1854
Souvenir MP9 | Orange Peel (Minimal Wear),1,4116
Sticker | LEGIJA (Gold) | Boston 2018,1,63668
★ Karambit | Bright Water (Well-Worn),1,57712
★ Shadow Daggers | Damascus Steel (Factory New),2,20520
P250 | Facets (Field-Tested),3,1665
Sticker | GeT_RiGhT (Foil) | Cologne 2016,4,7552
★ Moto Gloves | Cool Mint (Minimal Wear),2,148142
Sticker | Fnatic (Foil) | Boston 2018,3,11064
★ Flip Knife | Damascus Steel (Battle-Scarred),6,110976
