name,qty,value
Autograph Capsule | Fnatic | Cluj-Napoca 2015,42,19992
Sticker | Snax (Foil) | Cologne 2015,4,9404
USP-S | Overgrowth (Well-Worn),15,40605
StatTrak™ M4A4 | The Battlestar (Factory New),9,33408
Sticker | Attacker (Foil) | Boston 2018,10,12780
Sealed Graffiti | Hamster Hawk,6,462
SG 553 | Aerial (Battle-Scarred),58,754
Souvenir Negev | CaliCamo (Factory New),18,4140
USP-S | Kill Confirmed (Well-Worn),59,190865
Sealed Graffiti | King Me (Dust Brown),519,519
★ Shadow Daggers | Urban Masked (Field-Tested),25,234600
StatTrak™ UMP-45 | Exposure (Field-Tested),54,3726
P90 | Desert Warfare (Minimal Wear),9,2385
UMP-45 | Fallout Warning (Field-Tested),15,16710
Sticker | keev (Foil) | Krakow 2017,12,50448
Sticker | Hobbit | Atlanta 2017,16,4784
StatTrak™ UMP-45 | Labyrinth (Well-Worn),35,945
StatTrak™ Galil AR | Black Sand (Factory New),48,10800
Souvenir FAMAS | Styx (Battle-Scarred),5,4365
StatTrak™ G3SG1 | Orange Crash (Battle-Scarred),19,323
StatTrak™ USP-S | Lead Conduit (Field-Tested),153,37179
StatTrak™ Glock-18 | Wraiths (Well-Worn),17,4624
Sticker | Team Dignitas (Foil) | Cologne 2016,9,57096
★ Butterfly Knife | Night (Factory New),1,143211
StatTrak™ M249 | Magma (Factory New),8,1672
Sticker | Flipsid3 Tactics | Cluj-Napoca 2015,23,17526
StatTrak™ Negev | Bratatat (Minimal Wear),16,7648
SSG 08 | Tropical Storm (Well-Worn),4,4780
StatTrak™ SCAR-20 | Green Marine (Well-Worn),8,488
StatTrak™ Dual Berettas | Hemoglobin (Factory New),16,32816
Sawed-Off | Bamboo Shadow (Factory New),82,34276
Galil AR | Tuxedo (Well-Worn),32,1056
Souvenir MAG-7 | Bulldozer (Field-Tested),11,9856
Sticker | ELEAGUE (Foil) | Atlanta 2017,33,37620
M249 | Shipping Forecast (Battle-Scarred),12,21312
Souvenir MP7 | Gunsmoke (Field-Tested),43,301
Sticker | flusha | Krakow 2017,110,15180
Sticker | kioShiMa | Krakow 2017,221,40885
Sticker | KRIMZ | Krakow 2017,340,54060
Sticker | Happy | Cologne 2016,13,8502
Sticker | seang@res (Foil) | Cluj-Napoca 2015,8,20272
Sticker | zehN | Krakow 2017,137,16577
Souvenir G3SG1 | Safari Mesh (Minimal Wear),23,483
Sticker | rain | Krakow 2017,227,113273
Sealed Graffiti | BIG | Krakow 2017,141,20586
Souvenir UMP-45 | Fallout Warning (Field-Tested),33,8646
Sticker | The Samurai,29,435
MP7 | Cirrus (Minimal Wear),160,2720
StatTrak™ Glock-18 | Ironwork (Battle-Scarred),85,2380
MP9 | Airlock (Minimal Wear),31,13857
Sticker | G2 Esports (Foil) | MLG Columbus 2016,10,29920
Sticker | Skull Lil Boney,21,1239
Sticker | Edward | Cologne 2016,11,3916
Sticker | GeT_RiGhT | Cologne 2015,21,7182
Sticker | Virtus.Pro (Foil) | MLG Columbus 2016,18,24912
Sticker | Team EnVyUs | Cologne 2016,42,17808
Sealed Graffiti | Banana,20,780
Sticker | Sphinx (Holo),6,438
Galil AR | Black Sand (Minimal Wear),114,1254
StatTrak™ SCAR-20 | Powercore (Minimal Wear),16,2224
P2000 | Imperial (Minimal Wear),66,1716
Nova | Moon in Libra (Factory New),99,46332
P90 | Sand Spray (Factory New),57,456
Souvenir XM1014 | Blue Spruce (Well-Worn),2,7124
M4A1-S | Golden Coil (Field-Tested),176,1052128
Souvenir UMP-45 | Indigo (Well-Worn),41,5781
Sticker | GuardiaN | Cluj-Napoca 2015,56,24752
UMP-45 | Riot (Battle-Scarred),56,1120
★ Bayonet | Forest DDPAT (Battle-Scarred),13,223223
Five-SeveN | Neon Kimono (Field-Tested),6,153222
Five-SeveN | Neon Kimono (Factory New),3,89241
PP-Bizon | Cobalt Halftone (Minimal Wear),25,2900
Souvenir P250 | Boreal Forest (Minimal Wear),6,16074
StatTrak™ P2000 | Handgun (Factory New),11,12133
Sticker | Terrorized,17,1241
Sawed-Off | Bamboo Shadow (Battle-Scarred),161,46368
Sticker | B1ad3 (Foil) | Cologne 2015,6,7626
StatTrak™ CZ75-Auto | Pole Position (Well-Worn),8,672
Sawed-Off | Rust Coat (Factory New),5,8905
StatTrak™ M4A4 | Bullet Rain (Field-Tested),11,49676
Souvenir Galil AR | Hunting Blind (Battle-Scarred),16,2048
StatTrak™ PP-Bizon | High Roller (Minimal Wear),6,5676
M4A1-S | Basilisk (Well-Worn),38,25916
PP-Bizon | Night Riot (Battle-Scarred),65,195
Sealed Graffiti | Drug War Veteran,10,2510
Souvenir MAC-10 | Candy Apple (Minimal Wear),21,11529
Sticker | bodyy | Boston 2018,83,9462
PP-Bizon | Cobalt Halftone (Field-Tested),27,2943
Sticker | denis (Foil) | MLG Columbus 2016,4,5636
StatTrak™ MP7 | Cirrus (Battle-Scarred),134,2814
StatTrak™ MP7 | Armor Core (Minimal Wear),108,4212
StatTrak™ CZ75-Auto | Hexane (Well-Worn),24,5496
★ Huntsman Knife | Fade (Minimal Wear),7,299250
Sealed Graffiti | FaZe Clan | Krakow 2017,33,5346
AUG | Aristocrat (Battle-Scarred),38,2166
Sticker | TACO | MLG Columbus 2016,11,52976
Sticker | coldzera | MLG Columbus 2016,26,15938
Sticker | fer | MLG Columbus 2016,28,31108
Sticker | olofmeister (Foil) | Cologne 2016,10,18020
StatTrak™ PP-Bizon | Cobalt Halftone (Field-Tested),18,2016
Sticker | Ex6TenZ (Foil) | Cologne 2015,2,5102
Sticker | NBK- | Cologne 2015,49,23520
StatTrak™ CZ75-Auto | Poison Dart (Factory New),12,30780
ESL One Cologne 2015 Overpass Souvenir Package,3,22377
Sticker | Team Liquid | Cluj-Napoca 2015,64,33664
P90 | Chopper (Field-Tested),406,19894
StatTrak™ G3SG1 | Stinger (Field-Tested),49,2940
StatTrak™ MP7 | Special Delivery (Minimal Wear),12,5316
Sticker | Misfits Gaming | Boston 2018,85,11815
Souvenir AUG | Radiation Hazard (Minimal Wear),51,13056
Sticker | jdm64 | Cologne 2016,34,11696
Sticker | mou (Foil) | Krakow 2017,13,11466
FAMAS | Macabre (Battle-Scarred),41,9430
Sticker | TACO | Krakow 2017,503,131786
StatTrak™ Dual Berettas | Retribution (Field-Tested),205,72980
Souvenir UMP-45 | Fallout Warning (Battle-Scarred),8,1592
Souvenir M4A1-S | VariCamo (Field-Tested),30,38430
SCAR-20 | Grotto (Minimal Wear),96,2688
Sealed Graffiti | Cocky (Tracer Yellow),210,210
Nova | Caged Steel (Field-Tested),111,888
Souvenir PP-Bizon | Irradiated Alert (Minimal Wear),38,4674
★ Gut Knife | Doppler (Factory New) - Phase 3,22,382470
Sticker | peet (Foil) | Cologne 2015,3,2565
Dual Berettas | Duelist (Battle-Scarred),6,85476
Sticker | device (Foil) | MLG Columbus 2016,6,21066
Sticker | Team Liquid (Foil) | MLG Columbus 2016,19,126844
Sticker | FalleN (Foil) | MLG Columbus 2016,14,132860
Sticker | shroud (Foil) | MLG Columbus 2016,5,49730
StatTrak™ G3SG1 | The Executioner (Well-Worn),10,2690
StatTrak™ G3SG1 | The Executioner (Field-Tested),28,8344
Sticker | Havoc | Cologne 2015,3,7695
Sticker | Edward | Cluj-Napoca 2015,89,40584
Sticker | seized | Cluj-Napoca 2015,76,31388
Sticker | flamie | Cluj-Napoca 2015,96,43488
Desert Eagle | Kumicho Dragon (Battle-Scarred),88,119416
StatTrak™ Dual Berettas | Marina (Well-Worn),7,5999
Sticker | Bosh (Holo),6,1410
Sticker | Good Game,11,3696
StatTrak™ XM1014 | Quicksilver (Well-Worn),19,1235
StatTrak™ PP-Bizon | Fuel Rod (Minimal Wear),10,2800
G3SG1 | Arctic Camo (Well-Worn),2,4232
StatTrak™ G3SG1 | Murky (Minimal Wear),13,2470
Galil AR | Aqua Terrace (Well-Worn),2,21994
Five-SeveN | Kami (Minimal Wear),91,10374
Galil AR | Aqua Terrace (Minimal Wear),12,151992
MP9 | Hot Rod (Minimal Wear),8,101232
StatTrak™ P90 | Desert Warfare (Factory New),22,28094
Sticker | Counter Logic Gaming | Cologne 2015,23,12328
SSG 08 | Detour (Field-Tested),143,194766
MP7 | Olive Plaid (Factory New),11,4697
StatTrak™ P90 | Emerald Dragon (Field-Tested),3,71370
StatTrak™ Glock-18 | Water Elemental (Battle-Scarred),18,19944
StatTrak™ AK-47 | Red Laminate (Well-Worn),4,39192
StatTrak™ Five-SeveN | Violent Daimyo (Battle-Scarred),63,1890
★ Falchion Knife | Damascus Steel (Factory New),5,79300
MAG-7 | SWAG-7 (Well-Worn),16,448
StatTrak™ XM1014 | Seasons (Field-Tested),36,8424
MP9 | Bioleak (Factory New),170,4760
FAMAS | Valence (Factory New),44,20680
MAC-10 | Last Dive (Minimal Wear),69,11730
StatTrak™ PP-Bizon | Harvester (Battle-Scarred),61,854
StatTrak™ SSG 08 | Death's Head (Field-Tested),10,12950
Sticker | DreamHack Winter 2014,14,43484
MAG-7 | Praetorian (Well-Worn),8,1608
M4A4 | Hellfire (Factory New),51,283407
Sealed Graffiti | Tombstone (War Pig Pink),218,436
StatTrak™ Sawed-Off | Zander (Well-Worn),85,2210
Sticker | Flipsid3 Tactics (Foil) | Cologne 2016,8,29288
SCAR-20 | Powercore (Well-Worn),46,1104
Dual Berettas | Retribution (Well-Worn),31,24986
Negev | Nuclear Waste (Minimal Wear),71,16543
CZ75-Auto | Twist (Field-Tested),54,13068
★ Gut Knife | Boreal Forest (Well-Worn),5,45600
Sticker | Hyper | Cluj-Napoca 2015,7,8778
Sticker | GruBy | Cluj-Napoca 2015,5,6235
Sticker | peet | Cluj-Napoca 2015,1,994
Sticker | rallen | Cluj-Napoca 2015,4,3264
AK-47 | Fire Serpent (Battle-Scarred),13,629837
SCAR-20 | Storm (Minimal Wear),66,23166
Glock-18 | Reactor (Well-Worn),71,35713
CZ75-Auto | Pole Position (Battle-Scarred),35,980
UMP-45 | Labyrinth (Well-Worn),22,242
P90 | Leather (Field-Tested),12,10212
★ Karambit | Ultraviolet (Battle-Scarred),3,172902
P90 | Emerald Dragon (Factory New),3,76950
StatTrak™ M4A4 | Faded Zebra (Battle-Scarred),66,22044
MP9 | Ruby Poison Dart (Well-Worn),23,1955
StatTrak™ MAC-10 | Oceanic (Field-Tested),32,352
★ Shadow Daggers | Tiger Tooth (Factory New),10,130530
StatTrak™ G3SG1 | Orange Crash (Minimal Wear),33,1650
MAC-10 | Heat (Battle-Scarred),37,8547
P250 | Valence (Well-Worn),48,672
Negev | Lionfish (Minimal Wear),23,1104
Sticker | Stewie2K | Boston 2018,193,109238
Sticker | fer | Krakow 2017,311,41674
SG 553 | Wave Spray (Factory New),2,2724
Souvenir M4A4 | Tornado (Well-Worn),9,8082
Souvenir P250 | Gunsmoke (Minimal Wear),49,23814
Sticker | Gambit Gaming (Holo) | Atlanta 2017,13,20124
StatTrak™ G3SG1 | Stinger (Battle-Scarred),22,1034
Souvenir Five-SeveN | Contractor (Well-Worn),20,580
Sticker | Fnatic | Atlanta 2017,52,17108
SG 553 | Tornado (Minimal Wear),2,2394
Sticker | Flipsid3 Tactics | Atlanta 2017,31,37355
StatTrak™ Five-SeveN | Scumbria (Battle-Scarred),92,1012
Sticker | kennyS (Foil) | MLG Columbus 2016,8,43664
Sticker | shroud (Foil) | Cluj-Napoca 2015,12,171000
Sticker | Ivette,36,1188
Sticker | Astralis (Holo) | Cologne 2016,15,27945
Sticker | device | Cologne 2016,1,1696
Sticker | friberg (Foil) | Cologne 2016,8,8984
Sticker | hooch (Foil) | MLG Columbus 2016,12,10056
Sticker | n0thing (Foil) | MLG Columbus 2016,6,20988
Sticker | DEVIL (Foil) | Cologne 2016,5,17735
Sticker | B1ad3 (Foil) | Cologne 2016,3,7455
Sticker | apEX (Foil) | Cologne 2016,5,17670
Sticker | Natus Vincere (Holo) | MLG Columbus 2016,21,83790
Sticker | mousesports (Foil) | Cologne 2016,6,17952
G3SG1 | The Executioner (Battle-Scarred),31,3441
Sticker | gob b (Foil) | Cluj-Napoca 2015,12,36768
Sticker | Snax | Cologne 2015,27,13203
StatTrak™ Nova | Ranger (Minimal Wear),29,1508
MAC-10 | Malachite (Factory New),29,8091
StatTrak™ AK-47 | Vulcan (Well-Worn),9,190773
Glock-18 | Groundwater (Factory New),3,29925
MAC-10 | Nuclear Garden (Battle-Scarred),37,21053
MAC-10 | Ultraviolet (Field-Tested),41,6806
Sticker | SAS Chicken,8,568
StatTrak™ Sawed-Off | The Kraken (Minimal Wear),9,15327
Sticker | Lucky 13,23,897
AUG | Daedalus (Well-Worn),32,13632
StatTrak™ M4A1-S | Cyrex (Minimal Wear),23,178388
FAMAS | Contrast Spray (Minimal Wear),12,9036
Sawed-Off | Highwayman (Factory New),7,7483
Five-SeveN | Contractor (Minimal Wear),23,6900
Sticker | MTS GameGod Wolf | Cologne 2014,43,17759
Sticker | kNgV- (Foil) | Krakow 2017,320,501440
Souvenir M4A4 | Urban DDPAT (Field-Tested),28,11928
FAMAS | Macabre (Factory New),13,4654
P90 | Shallow Grave (Field-Tested),48,6528
SG 553 | Aloha (Well-Worn),20,100
M249 | Shipping Forecast (Field-Tested),99,204534
★ Falchion Knife | Damascus Steel (Well-Worn),2,25650
MP9 | Setting Sun (Well-Worn),24,13008
Sticker | Virtus.Pro (Foil) | Krakow 2017,20,37660
Sticker | North (Foil) | Krakow 2017,19,60097
Sticker | loWel | Krakow 2017,237,58065
Sticker | markeloff (Foil) | MLG Columbus 2016,9,17163
P2000 | Silver (Factory New),39,109473
Souvenir Galil AR | Sage Spray (Field-Tested),7,5740
Sticker | Natus Vincere (Foil) | MLG Columbus 2016,49,100401
AWP | Elite Build (Battle-Scarred),50,63200
★ StatTrak™ Gut Knife | Boreal Forest (Battle-Scarred),1,8756
Negev | Nuclear Waste (Well-Worn),7,1484
AWP | Safari Mesh (Factory New),79,16669
M4A4 | Urban DDPAT (Factory New),27,5805
Galil AR | Urban Rubble (Factory New),52,103948
StatTrak™ MAC-10 | Tatter (Factory New),5,8330
Sticker | Natus Vincere | Katowice 2015,29,57391
★ Falchion Knife | Fade (Minimal Wear),3,99180
Sticker | Vigilance (Holo),5,695
G3SG1 | Chronos (Factory New),4,88804
StatTrak™ P250 | Valence (Well-Worn),46,4738
Sticker | G2 Esports | MLG Columbus 2016,54,24354
★ Bowie Knife | Fade (Factory New),15,580650
M4A1-S | Mecha Industries (Factory New),20,199360
Tec-9 | Fuel Injector (Factory New),20,25620
Sticker | Spiidi | Boston 2018,64,13248
Desert Eagle | Pilot (Factory New),13,168649
★ Falchion Knife | Forest DDPAT (Minimal Wear),15,154755
StatTrak™ CZ75-Auto | Imprint (Battle-Scarred),37,370
UMP-45 | Exposure (Battle-Scarred),20,620
StatTrak™ Five-SeveN | Retrobution (Field-Tested),41,6888
★ Gut Knife | Freehand (Field-Tested),10,96900
XM1014 | CaliCamo (Factory New),118,826
UMP-45 | Scaffold (Factory New),68,19312
Sticker | markeloff | Krakow 2017,186,92070
M4A4 | Jungle Tiger (Battle-Scarred),11,4961
Baggage Pin,24,6072
StatTrak™ SG 553 | Aerial (Well-Worn),27,1836
Souvenir PP-Bizon | Sand Dashed (Minimal Wear),24,68400
StatTrak™ PP-Bizon | Photic Zone (Field-Tested),87,4872
ESL One Cologne 2015 Challengers (Foil),95,320530
G3SG1 | VariCamo (Factory New),121,968
Sawed-Off | Bamboo Shadow (Minimal Wear),93,34689
★ Butterfly Knife | Case Hardened (Well-Worn),13,1085461
★ Bayonet | Scorched (Well-Worn),11,195778
Desert Eagle | Sunset Storm 弐 (Minimal Wear),11,291555
★ Huntsman Knife | Night (Battle-Scarred),16,186960
CZ75-Auto | Tacticat (Minimal Wear),55,3355
M4A4 | Hellfire (Minimal Wear),74,295556
Five-SeveN | Hot Shot (Minimal Wear),119,44268
StatTrak™ SCAR-20 | Bloodsport (Field-Tested),13,6487
★ StatTrak™ Shadow Daggers | Stained (Field-Tested),3,34023
StatTrak™ USP-S | Blueprint (Well-Worn),14,13944
Sticker | Tamara (Holo),9,2736
Sealed Graffiti | Tombstone (Tracer Yellow),180,180
★ Shadow Daggers | Crimson Web (Field-Tested),12,121500
UMP-45 | Bone Pile (Minimal Wear),28,23240
Five-SeveN | Triumvirate (Minimal Wear),85,21760
StatTrak™ MAG-7 | Cobalt Core (Factory New),36,5112
Sticker | Spiidi (Foil) | Cologne 2015,7,9744
Sticker | mousesports | Cologne 2016,33,22902
Cologne 2016 Legends (Holo-Foil),223,577570
Sticker | Splyce (Holo) | MLG Columbus 2016,48,123072
Music Kit | Darude, Moments CSGO,23,0
ESL One Cologne 2015 Cache Souvenir Package,6,37296
Sticker | Lucky Cat (Foil),5,2005
Sticker | Virtus.Pro (Foil) | DreamHack 2014,7,69727
P2000 | Fire Elemental (Well-Worn),12,13512
StatTrak™ Galil AR | Chatterbox (Well-Worn),21,118797
★ Butterfly Knife | Fade (Factory New),13,4324814
Souvenir MP9 | Dark Age (Minimal Wear),11,10923
StatTrak™ AWP | Hyper Beast (Field-Tested),16,90736
★ Gut Knife | Scorched (Factory New),1,22079
★ Huntsman Knife | Safari Mesh (Battle-Scarred),7,70420
StatTrak™ Five-SeveN | Nightshade (Minimal Wear),32,17024
StatTrak™ P250 | Muertos (Battle-Scarred),28,77588
StatTrak™ SCAR-20 | Cyrex (Battle-Scarred),1,6777
StatTrak™ CZ75-Auto | Yellow Jacket (Factory New),2,5612
XM1014 | CaliCamo (Battle-Scarred),47,188
MP7 | Bloodsport (Field-Tested),17,1904
Sticker | Black Dog,11,396
FAMAS | Macabre (Well-Worn),18,4446
P250 | See Ya Later (Battle-Scarred),13,2288
Sealed Graffiti | Cloud9 | Krakow 2017,282,47658
UMP-45 | Primal Saber (Minimal Wear),241,117608
StatTrak™ Glock-18 | Blue Fissure (Well-Worn),11,5456
StatTrak™ Nova | Ranger (Battle-Scarred),27,837
P2000 | Turf (Battle-Scarred),77,693
Souvenir MP7 | Gunsmoke (Battle-Scarred),9,36
★ Bowie Knife | Boreal Forest (Well-Worn),5,52370
Sticker | f0rest (Foil) | Cluj-Napoca 2015,4,8264
Sticker | Vox Eminor | Cologne 2014,17,32453
P2000 | Pathfinder (Factory New),32,65600
XM1014 | Tranquility (Factory New),42,71820
StatTrak™ PP-Bizon | Blue Streak (Minimal Wear),26,14560
Negev | Loudmouth (Minimal Wear),26,14066
StatTrak™ P2000 | Ivory (Factory New),21,4473
P250 | Nuclear Threat (Well-Worn),4,6108
Music Kit | Matt Lange, IsoRhythm,22,3784
Desert Eagle | Blaze (Minimal Wear),2,116422
StatTrak™ M4A4 | 龍王 (Dragon King) (Battle-Scarred),7,8890
Sticker | iBUYPOWER | DreamHack 2014,42,696024
CZ75-Auto | Nitro (Factory New),4,18496
Souvenir Dual Berettas | Briar (Field-Tested),29,3016
StatTrak™ SCAR-20 | Jungle Slipstream (Field-Tested),67,804
★ Driver Gloves | King Snake (Minimal Wear),1,120811
★ Huntsman Knife | Stained (Battle-Scarred),32,381664
MAG-7 | Hard Water (Minimal Wear),29,9860
SG 553 | Waves Perforated (Factory New),70,1120
Souvenir Tec-9 | VariCamo (Field-Tested),36,4032
StatTrak™ Glock-18 | Ironwork (Well-Worn),118,2950
★ Bowie Knife | Blue Steel (Well-Worn),4,58424
Sticker | nex | Krakow 2017,180,34020
FAMAS | Mecha Industries (Minimal Wear),79,28993
MP7 | Asterion (Battle-Scarred),55,22770
M249 | Impact Drill (Battle-Scarred),71,13490
StatTrak™ Five-SeveN | Copper Galaxy (Field-Tested),13,20839
Souvenir MP9 | Sand Dashed (Field-Tested),53,1272
R8 Revolver | Reboot (Battle-Scarred),24,840
FAMAS | Colony (Factory New),36,324
Sticker | NBK- | Cluj-Napoca 2015,159,53583
Sticker | Xyp9x | Cluj-Napoca 2015,42,13104
★ Butterfly Knife | Boreal Forest (Battle-Scarred),20,1196840
P250 | Crimson Kimono (Battle-Scarred),16,45024
MAG-7 | Memento (Factory New),11,6688
StatTrak™ USP-S | Dark Water (Field-Tested),6,63954
StatTrak™ Nova | Tempest (Factory New),8,24392
StatTrak™ MAC-10 | Malachite (Field-Tested),15,4530
Sealed Graffiti | Still Happy (Tracer Yellow),305,610
Sticker | oskar | Krakow 2017,386,93026
StatTrak™ Music Kit | Roam, Backbone,14,2996
AK-47 | Neon Revolution (Field-Tested),174,272658
MAG-7 | Sonar (Well-Worn),28,280
Sealed Graffiti | Astralis | Krakow 2017,101,14241
StatTrak™ Music Kit | Hundredth, FREE,27,1593
G3SG1 | VariCamo (Well-Worn),40,160
CZ75-Auto | Crimson Web (Battle-Scarred),19,2033
Desert Eagle | Directive (Minimal Wear),75,10650
Sticker | Skadoodle | Cologne 2015,7,6881
Sticker | chrisJ | Cologne 2015,9,5076
Sticker | nex | Cologne 2015,9,3564
Autograph Capsule | Team EnVyUs | Cologne 2015,389,166492
Autograph Capsule | Virtus.Pro | Cologne 2015,72,27288
Autograph Capsule | mousesports | Cologne 2015,53,65720
Autograph Capsule | Luminosity Gaming | Cologne 2015,16,12592
Sticker | denis | Cologne 2015,9,4986
Sticker | ESL | Cologne 2016,147,29253
Sticker | DavCost (Foil) | Cluj-Napoca 2015,5,9155
StatTrak™ MP7 | Impire (Field-Tested),5,1950
StatTrak™ Five-SeveN | Triumvirate (Battle-Scarred),5,2320
Sticker | Martha,76,380
StatTrak™ MAG-7 | Memento (Field-Tested),16,6432
Sawed-Off | Highwayman (Minimal Wear),20,7400
StatTrak™ P2000 | Ocean Foam (Minimal Wear),7,194614
Sticker | jks | Cologne 2015,1,1679
Sticker | Harp of War (Holo),12,1624488
StatTrak™ XM1014 | Oxide Blaze (Field-Tested),15,135
USP-S | Royal Blue (Well-Worn),76,117724
P250 | Whiteout (Well-Worn),18,56430
Sticker | dupreeh | Krakow 2017,125,26375
Five-SeveN | Retrobution (Factory New),30,8070
StatTrak™ AK-47 | Fuel Injector (Factory New),5,358385
Dual Berettas | Royal Consorts (Field-Tested),98,3724
Souvenir SG 553 | Fallout Warning (Factory New),9,7416
Sticker | Fnatic (Holo) | Cologne 2016,29,26883
MAC-10 | Oceanic (Field-Tested),91,728
XM1014 | Ziggy (Battle-Scarred),29,899
Sticker | tarik | Atlanta 2017,9,12699
AUG | Ricochet (Factory New),66,3564
Sticker | mou | Krakow 2017,406,68208
MAC-10 | Tornado (Battle-Scarred),29,7018
Sealed Graffiti | Team EnVyUs | Atlanta 2017,77,24101
StatTrak™ Tec-9 | Jambiya (Well-Worn),139,5838
Sticker | Hiko | Cologne 2016,33,15015
AUG | Storm (Factory New),51,2091
P90 | Shapewood (Field-Tested),54,6804
Dual Berettas | Briar (Field-Tested),48,16128
FAMAS | Roll Cage (Battle-Scarred),56,8120
StatTrak™ Tec-9 | Avalanche (Minimal Wear),26,14664
Sticker | Counter Logic Gaming (Foil) | Cologne 2015,30,63060
Sticker | Team SoloMid (Foil) | Cluj-Napoca 2015,45,31140
USP-S | Business Class (Well-Worn),6,22230
CZ75-Auto | Emerald (Minimal Wear),10,36910
StatTrak™ SG 553 | Atlas (Battle-Scarred),74,962
StatTrak™ AUG | Triqua (Well-Worn),38,380
Sawed-Off | Snake Camo (Well-Worn),421,2105
★ Bloodhound Gloves | Guerrilla (Minimal Wear),23,226274
Sticker | Renegades | Boston 2018,98,41650
Sticker | tabseN | Boston 2018,52,7332
Sealed Graffiti | Eco (Tracer Yellow),321,321
Glock-18 | Blue Fissure (Well-Worn),37,4958
StatTrak™ Dual Berettas | Panther (Factory New),28,17248
Sealed Graffiti | Tombstone (Blood Red),144,288
StatTrak™ Five-SeveN | Violent Daimyo (Minimal Wear),185,17575
Souvenir G3SG1 | Polar Camo (Field-Tested),53,2120
Souvenir Five-SeveN | Orange Peel (Battle-Scarred),11,2354
StatTrak™ AWP | Fever Dream (Field-Tested),29,46893
Sticker | n0thing | Krakow 2017,441,104958
Sticker | Dragon,119,2023
M249 | Spectre (Battle-Scarred),18,216
G3SG1 | Contractor (Well-Worn),2,628
UMP-45 | Primal Saber (Well-Worn),47,9917
P90 | Shallow Grave (Well-Worn),18,2268
Galil AR | Urban Rubble (Battle-Scarred),7,39900
P2000 | Grassland (Minimal Wear),61,19276
AK-47 | Orbit Mk01 (Factory New),60,162420
StatTrak™ Tec-9 | Avalanche (Field-Tested),100,28400
StatTrak™ Galil AR | Firefight (Well-Worn),46,2852
StatTrak™ MAC-10 | Oceanic (Minimal Wear),23,644
Sticker | 100 Thieves (Holo) | Boston 2018,9,230724
AWP | Fever Dream (Field-Tested),501,463926
StatTrak™ PP-Bizon | High Roller (Battle-Scarred),1,568
SSG 08 | Lichen Dashed (Well-Worn),58,8700
Five-SeveN | Kami (Field-Tested),20,2220
★ Huntsman Knife | Boreal Forest (Field-Tested),13,129675
M4A4 | Royal Paladin (Field-Tested),43,20167
Sticker | NiKo | Krakow 2017,117,196677
StatTrak™ Sawed-Off | Limelight (Minimal Wear),10,1910
★ StatTrak™ Bowie Knife | Safari Mesh (Field-Tested),5,51300
P2000 | Imperial Dragon (Well-Worn),24,6840
StatTrak™ P90 | Emerald Dragon (Well-Worn),1,22792
XM1014 | Grassland (Field-Tested),25,6400
StatTrak™ Five-SeveN | Retrobution (Minimal Wear),59,18231
Galil AR | Stone Cold (Minimal Wear),127,35814
Sticker | Maikelele | Cologne 2015,22,25498
Sticker | fox | Cologne 2015,15,9600
Sticker | tarik (Foil) | Cologne 2015,5,5665
Sticker | SK Gaming (Foil) | Krakow 2017,3,7458
StatTrak™ Tec-9 | Sandstorm (Well-Worn),80,8960
Nova | Walnut (Minimal Wear),32,10944
Souvenir MAC-10 | Nuclear Garden (Field-Tested),20,11380
R8 Revolver | Reboot (Well-Worn),67,2345
StatTrak™ UMP-45 | Exposure (Well-Worn),14,952
Souvenir Glock-18 | Reactor (Battle-Scarred),7,5299
Sticker | dennis (Foil) | MLG Columbus 2016,5,5700
StatTrak™ SG 553 | Tiger Moth (Well-Worn),31,3379
P250 | Asiimov (Battle-Scarred),185,29600
Sticker | ropz | Krakow 2017,133,420147
M249 | Emerald Poison Dart (Field-Tested),170,21250
StatTrak™ AUG | Ricochet (Field-Tested),153,4284
Souvenir PP-Bizon | Chemical Green (Battle-Scarred),34,2380
StatTrak™ MP9 | Bioleak (Battle-Scarred),22,1012
StatTrak™ AK-47 | Frontside Misty (Minimal Wear),29,171912
Souvenir MAG-7 | Irradiated Alert (Well-Worn),14,588
★ Shadow Daggers | Stained (Well-Worn),2,18240
Sticker | Counter Logic Gaming | MLG Columbus 2016,59,34869
Sticker | TaZ | Cluj-Napoca 2015,21,10437
Sticker | Blood Boiler,7,490
Galil AR | Kami (Minimal Wear),36,9180
Five-SeveN | Flame Test (Battle-Scarred),47,141
Sticker | nitr0 | Boston 2018,9,2403
Sticker | Nifty (Foil) | Boston 2018,6,7548
Sticker | Space Soldiers (Holo) | Boston 2018,9,6273
Souvenir G3SG1 | Polar Camo (Minimal Wear),14,2296
StatTrak™ Glock-18 | Weasel (Minimal Wear),56,11816
SCAR-20 | Jungle Slipstream (Factory New),59,1003
StatTrak™ R8 Revolver | Grip (Minimal Wear),18,414
SSG 08 | Dragonfire (Factory New),49,93835
P250 | See Ya Later (Minimal Wear),27,10692
Music Kit | AWOLNATION, I Am,146,43216
Souvenir UMP-45 | Scorched (Minimal Wear),37,74
Sticker | electronic | Krakow 2017,153,91341
Five-SeveN | Orange Peel (Factory New),26,546
StatTrak™ Nova | Gila (Factory New),9,2331
P250 | Steel Disruption (Factory New),20,4440
Souvenir Five-SeveN | Forest Night (Well-Worn),28,1792
Dual Berettas | Royal Consorts (Battle-Scarred),54,1350
UMP-45 | Fallout Warning (Well-Worn),19,21660
